# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-as-product-infra-team,og:url (https://lucaberton.com/blog/platform-as-product-infra-team/) doesn't match canonical (https://lucaberton.com/blog/platform-as-product-infra-team),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-business-case,og:url (https://lucaberton.com/blog/platform-engineering-business-case/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-business-case),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-internal-developer-portal-2026,og:url (https://lucaberton.com/blog/platform-engineering-internal-developer-portal-2026/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-internal-developer-portal-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-meetup-amsterdam-human-intelligence-2026,og:url (https://lucaberton.com/blog/platform-engineering-meetup-amsterdam-human-intelligence-2026/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-meetup-amsterdam-human-intelligence-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-meetup-nl-xebia-amsterdam-gpu-openshift,og:url (https://lucaberton.com/blog/platform-engineering-meetup-nl-xebia-amsterdam-gpu-openshift/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-meetup-nl-xebia-amsterdam-gpu-openshift),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-metrics-measure-success-2026,og:url (https://lucaberton.com/blog/platform-engineering-metrics-measure-success-2026/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-metrics-measure-success-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-team-topology,og:url (https://lucaberton.com/blog/platform-engineering-team-topology/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-team-topology),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-engineering-vs-devops-2026-differences,og:url (https://lucaberton.com/blog/platform-engineering-vs-devops-2026-differences/) doesn't match canonical (https://lucaberton.com/blog/platform-engineering-vs-devops-2026-differences),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platform-sre-ml-team-contract,og:url (https://lucaberton.com/blog/platform-sre-ml-team-contract/) doesn't match canonical (https://lucaberton.com/blog/platform-sre-ml-team-contract),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/platformcon-2026-multi-tenant-gpus-openshift-ai,og:url (https://lucaberton.com/blog/platformcon-2026-multi-tenant-gpus-openshift-ai/) doesn't match canonical (https://lucaberton.com/blog/platformcon-2026-multi-tenant-gpus-openshift-ai),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/plausible-analytics-privacy-first-self-hosted-2026,og:url (https://lucaberton.com/blog/plausible-analytics-privacy-first-self-hosted-2026/) doesn't match canonical (https://lucaberton.com/blog/plausible-analytics-privacy-first-self-hosted-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/podman-cheat-sheet-2026,og:url (https://lucaberton.com/blog/podman-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/podman-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/podman-vs-containerd-2026,og:url (https://lucaberton.com/blog/podman-vs-containerd-2026/) doesn't match canonical (https://lucaberton.com/blog/podman-vs-containerd-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/podman-vs-docker-2026,og:url (https://lucaberton.com/blog/podman-vs-docker-2026/) doesn't match canonical (https://lucaberton.com/blog/podman-vs-docker-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/pop-os-2404-system76-linux,og:url (https://lucaberton.com/blog/pop-os-2404-system76-linux/) doesn't match canonical (https://lucaberton.com/blog/pop-os-2404-system76-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/post-quantum-cryptography-2026,og:url (https://lucaberton.com/blog/post-quantum-cryptography-2026/) doesn't match canonical (https://lucaberton.com/blog/post-quantum-cryptography-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/practical-rhel-ai,og:url (https://lucaberton.com/blog/practical-rhel-ai/) doesn't match canonical (https://lucaberton.com/blog/practical-rhel-ai),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/practical-rhel-ai-book-giveaway-summit-2026,og:url (https://lucaberton.com/blog/practical-rhel-ai-book-giveaway-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/practical-rhel-ai-book-giveaway-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/practical-rhel-ai-book-signing-red-hat-summit-2026,og:url (https://lucaberton.com/blog/practical-rhel-ai-book-signing-red-hat-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/practical-rhel-ai-book-signing-red-hat-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/preemptive-cybersecurity-2026,og:url (https://lucaberton.com/blog/preemptive-cybersecurity-2026/) doesn't match canonical (https://lucaberton.com/blog/preemptive-cybersecurity-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/private-ai-cloud-rhel-ai-instructlab,og:url (https://lucaberton.com/blog/private-ai-cloud-rhel-ai-instructlab/) doesn't match canonical (https://lucaberton.com/blog/private-ai-cloud-rhel-ai-instructlab),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/production-ready-rhel-ai-from-development-to-enterprise-scale,og:url (https://lucaberton.com/blog/production-ready-rhel-ai-from-development-to-enterprise-scale/) doesn't match canonical (https://lucaberton.com/blog/production-ready-rhel-ai-from-development-to-enterprise-scale),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/production-tips-for-running-openclaw-on-azure,og:url (https://lucaberton.com/blog/production-tips-for-running-openclaw-on-azure/) doesn't match canonical (https://lucaberton.com/blog/production-tips-for-running-openclaw-on-azure),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/prometheus-query-cheat-sheet,og:url (https://lucaberton.com/blog/prometheus-query-cheat-sheet/) doesn't match canonical (https://lucaberton.com/blog/prometheus-query-cheat-sheet),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/prometheus-thanos-long-term-metrics-kubernetes-2026,og:url (https://lucaberton.com/blog/prometheus-thanos-long-term-metrics-kubernetes-2026/) doesn't match canonical (https://lucaberton.com/blog/prometheus-thanos-long-term-metrics-kubernetes-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/prometheus-tutorial-complete-guide-2026,og:url (https://lucaberton.com/blog/prometheus-tutorial-complete-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/prometheus-tutorial-complete-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/prometheus-vs-datadog,og:url (https://lucaberton.com/blog/prometheus-vs-datadog/) doesn't match canonical (https://lucaberton.com/blog/prometheus-vs-datadog),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/prometheus-vs-influxdb-2026,og:url (https://lucaberton.com/blog/prometheus-vs-influxdb-2026/) doesn't match canonical (https://lucaberton.com/blog/prometheus-vs-influxdb-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-aaa-rbac-chaos,og:url (https://lucaberton.com/blog/proteinlens-aaa-rbac-chaos/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-aaa-rbac-chaos),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-authentication-chaos,og:url (https://lucaberton.com/blog/proteinlens-authentication-chaos/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-authentication-chaos),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-being-rate-limited-while-implementing-rate-limiting,og:url (https://lucaberton.com/blog/proteinlens-being-rate-limited-while-implementing-rate-limiting/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-being-rate-limited-while-implementing-rate-limiting),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-ci-cd-budget-exhaustion,og:url (https://lucaberton.com/blog/proteinlens-ci-cd-budget-exhaustion/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-ci-cd-budget-exhaustion),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-database-bottleneck,og:url (https://lucaberton.com/blog/proteinlens-database-bottleneck/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-database-bottleneck),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-github-copilot-business-418,og:url (https://lucaberton.com/blog/proteinlens-github-copilot-business-418/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-github-copilot-business-418),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-lines-of-code,og:url (https://lucaberton.com/blog/proteinlens-lines-of-code/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-lines-of-code),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/proteinlens-vibe-coding-on-azure,og:url (https://lucaberton.com/blog/proteinlens-vibe-coding-on-azure/) doesn't match canonical (https://lucaberton.com/blog/proteinlens-vibe-coding-on-azure),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/qodo-ai-code-review-open-source,og:url (https://lucaberton.com/blog/qodo-ai-code-review-open-source/) doesn't match canonical (https://lucaberton.com/blog/qodo-ai-code-review-open-source),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/qodo-community-meetup-kubecon-amsterdam-2026,og:url (https://lucaberton.com/blog/qodo-community-meetup-kubecon-amsterdam-2026/) doesn't match canonical (https://lucaberton.com/blog/qodo-community-meetup-kubecon-amsterdam-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/qodo-kubecon-eu-2026-ai-code-reviews,og:url (https://lucaberton.com/blog/qodo-kubecon-eu-2026-ai-code-reviews/) doesn't match canonical (https://lucaberton.com/blog/qodo-kubecon-eu-2026-ai-code-reviews),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/quantum-computing-2026,og:url (https://lucaberton.com/blog/quantum-computing-2026/) doesn't match canonical (https://lucaberton.com/blog/quantum-computing-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/quantum-safe-cryptography-enterprise-migration,og:url (https://lucaberton.com/blog/quantum-safe-cryptography-enterprise-migration/) doesn't match canonical (https://lucaberton.com/blog/quantum-safe-cryptography-enterprise-migration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/quay-robot-accounts-cicd-container-pulls,og:url (https://lucaberton.com/blog/quay-robot-accounts-cicd-container-pulls/) doesn't match canonical (https://lucaberton.com/blog/quay-robot-accounts-cicd-container-pulls),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rag-architecture-enterprise-knowledge,og:url (https://lucaberton.com/blog/rag-architecture-enterprise-knowledge/) doesn't match canonical (https://lucaberton.com/blog/rag-architecture-enterprise-knowledge),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rag-implementation-patterns-on-rhel-ai,og:url (https://lucaberton.com/blog/rag-implementation-patterns-on-rhel-ai/) doesn't match canonical (https://lucaberton.com/blog/rag-implementation-patterns-on-rhel-ai),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rag-pipeline-kubernetes-production-architecture-2026,og:url (https://lucaberton.com/blog/rag-pipeline-kubernetes-production-architecture-2026/) doesn't match canonical (https://lucaberton.com/blog/rag-pipeline-kubernetes-production-architecture-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rancher-vs-openshift-2026,og:url (https://lucaberton.com/blog/rancher-vs-openshift-2026/) doesn't match canonical (https://lucaberton.com/blog/rancher-vs-openshift-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/readme-outdated-self-healing-documentation,og:url (https://lucaberton.com/blog/readme-outdated-self-healing-documentation/) doesn't match canonical (https://lucaberton.com/blog/readme-outdated-self-healing-documentation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-ai-model-as-a-service-llm-d-maas-platform-2026,og:url (https://lucaberton.com/blog/red-hat-ai-model-as-a-service-llm-d-maas-platform-2026/) doesn't match canonical (https://lucaberton.com/blog/red-hat-ai-model-as-a-service-llm-d-maas-platform-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-ansible-automation,og:url (https://lucaberton.com/blog/red-hat-ansible-automation/) doesn't match canonical (https://lucaberton.com/blog/red-hat-ansible-automation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-enterprise-linux-9-for-sysadmins,og:url (https://lucaberton.com/blog/red-hat-enterprise-linux-9-for-sysadmins/) doesn't match canonical (https://lucaberton.com/blog/red-hat-enterprise-linux-9-for-sysadmins),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-eu-cyber-resilience-act-cra-compliance-2026,og:url (https://lucaberton.com/blog/red-hat-eu-cyber-resilience-act-cra-compliance-2026/) doesn't match canonical (https://lucaberton.com/blog/red-hat-eu-cyber-resilience-act-cra-compliance-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-nvidia-ai-factory-summit-2026,og:url (https://lucaberton.com/blog/red-hat-nvidia-ai-factory-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/red-hat-nvidia-ai-factory-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-project-lightwell-secure-open-source-supply-chain,og:url (https://lucaberton.com/blog/red-hat-project-lightwell-secure-open-source-supply-chain/) doesn't match canonical (https://lucaberton.com/blog/red-hat-project-lightwell-secure-open-source-supply-chain),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-summit-2026,og:url (https://lucaberton.com/blog/red-hat-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/red-hat-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-summit-2026-agentops-production-lab,og:url (https://lucaberton.com/blog/red-hat-summit-2026-agentops-production-lab/) doesn't match canonical (https://lucaberton.com/blog/red-hat-summit-2026-agentops-production-lab),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-summit-2026-atlanta-open-source-ai,og:url (https://lucaberton.com/blog/red-hat-summit-2026-atlanta-open-source-ai/) doesn't match canonical (https://lucaberton.com/blog/red-hat-summit-2026-atlanta-open-source-ai),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-summit-2026-keynote-announcements,og:url (https://lucaberton.com/blog/red-hat-summit-2026-keynote-announcements/) doesn't match canonical (https://lucaberton.com/blog/red-hat-summit-2026-keynote-announcements),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-tech-day-netherlands-2026-agentic-ai-harness-engineering,og:url (https://lucaberton.com/blog/red-hat-tech-day-netherlands-2026-agentic-ai-harness-engineering/) doesn't match canonical (https://lucaberton.com/blog/red-hat-tech-day-netherlands-2026-agentic-ai-harness-engineering),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/red-hat-training-hub-summit-2026,og:url (https://lucaberton.com/blog/red-hat-training-hub-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/red-hat-training-hub-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/redpill-linpro-kubecon-eu-2026-sovereign-cloud,og:url (https://lucaberton.com/blog/redpill-linpro-kubecon-eu-2026-sovereign-cloud/) doesn't match canonical (https://lucaberton.com/blog/redpill-linpro-kubecon-eu-2026-sovereign-cloud),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/reduce-vercel-build-costs-2026,og:url (https://lucaberton.com/blog/reduce-vercel-build-costs-2026/) doesn't match canonical (https://lucaberton.com/blog/reduce-vercel-build-costs-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/reijer-van-wegen-veldwerk-huawei-summit-2026,og:url (https://lucaberton.com/blog/reijer-van-wegen-veldwerk-huawei-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/reijer-van-wegen-veldwerk-huawei-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/responsive-design-snippets,og:url (https://lucaberton.com/blog/responsive-design-snippets/) doesn't match canonical (https://lucaberton.com/blog/responsive-design-snippets),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/retinanet-ddp-runai-training-2026,og:url (https://lucaberton.com/blog/retinanet-ddp-runai-training-2026/) doesn't match canonical (https://lucaberton.com/blog/retinanet-ddp-runai-training-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhce-exam-preparation-guide-2026,og:url (https://lucaberton.com/blog/rhce-exam-preparation-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/rhce-exam-preparation-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-10-whats-new-enterprise-linux,og:url (https://lucaberton.com/blog/rhel-10-whats-new-enterprise-linux/) doesn't match canonical (https://lucaberton.com/blog/rhel-10-whats-new-enterprise-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-ai-3-4-aws-marketplace-upgrade-guide-2026,og:url (https://lucaberton.com/blog/rhel-ai-3-4-aws-marketplace-upgrade-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/rhel-ai-3-4-aws-marketplace-upgrade-guide-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-ai-community-resources-and-support,og:url (https://lucaberton.com/blog/rhel-ai-community-resources-and-support/) doesn't match canonical (https://lucaberton.com/blog/rhel-ai-community-resources-and-support),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-ai-deployment-guide-enterprise-production-2026,og:url (https://lucaberton.com/blog/rhel-ai-deployment-guide-enterprise-production-2026/) doesn't match canonical (https://lucaberton.com/blog/rhel-ai-deployment-guide-enterprise-production-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/rhel-ai-tutorial-complete-beginners-guide-2026,og:url (https://lucaberton.com/blog/rhel-ai-tutorial-complete-beginners-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/rhel-ai-tutorial-complete-beginners-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
